title,Date
"S&P keeps fighting off a correction, but Wall Street sees a near ceiling: Alpha Tactics",2021-05-22
"Nasdaq breaks four-week losing streak, just, as S&P, Dow post weekly losses",2021-05-21
"Nasdaq, S&P 500 erase gains as tech stocks head south; Boeing helps Dow",2021-05-21
"S&P 500, Dow Jones, Nasdaq climb as cyclicals find footing",2021-05-21
"Tech leads the way as Nasdaq, S&P rally; Microsoft leads Dow Jones",2021-05-20
"Nasdaq rallies ahead of S&P 500, Dow Jones, but stock market off highs",2021-05-20
"Nasdaq, S&P 500, Dow Jones rise as crypto jitters ease, megacaps gain",2021-05-20
Tony Dwyer still waiting for a stock market 'reset' to go on offense: At the Open,2021-05-20
"Dow Jones, S&P 500 fall, Nasdaq closes flat in frenetic day of trading",2021-05-19
"S&P 500, Dow Jones, Nasdaq whipsawed by Fed minutes; yields bounce",2021-05-19
"Dow Jones, S&P 500, Nasdaq fall, but come off lows; Bitcoin finds some support",2021-05-19
"Nasdaq slumps amid crypto jitters; Dow Jones, S&P 500 also fall",2021-05-19
"S&P 500, Dow Jones, Nasdaq take a fall amid housing starts dip, inflation fears",2021-05-18
"Nasdaq leads on megacap gains; S&P 500, Dow Jones struggle with cyclical weakness",2021-05-18
"Nasdaq edges higher; S&P 500, Dow Jones hindered by housing starts",2021-05-18
"Nasdaq, S&P, Dow jones remain lower with little leadership amid tech selling",2021-05-17
"Nasdaq, Dow Jones, S&P fall on tech weakness again; retailers ease mask rules",2021-05-17
"Nasdaq posts fourth-straight down week, first time since '19; Dow, S&P end week lower",2021-05-14
"Nasdaq rides tech comeback up 2%; S&P, Dow Jones join rally",2021-05-14
"Dow Jones, S&P 500, Nasdaq gain, shrugging off disappointing retail sales",2021-05-14
"Dow Jones, S&P 500, Nasdaq rally in wild trading; Treasury yields pull back",2021-05-13
Nasdaq cuts gains in volatile trade as crypto concerns push Tesla lower,2021-05-13
"Dow Jones, S&P 500 extend gains; Nasdaq trails as Tesla turns negative",2021-05-13
"Nasdaq rebounds, Dow Jones and S&P 500 climb as yields ease",2021-05-13
"Inflation fears send Nasdaq down 2.7%; Dow Jones, S&P 500 also hit hard",2021-05-12
"Nasdaq slumps 2% as Treasury yields rise; Dow Jones, S&P lose more ground",2021-05-12
"Nasdaq dented by inflation sticker shock; Dow Jones, S&P 500 also slip",2021-05-12
"BMO's Belski boosts S&P target to 4,500, upgrades energy, cuts staples: At the Open",2021-05-12
"Dip buyers help Nasdaq erase nearly all losses, but Dow Jones and S&P sink",2021-05-11
"Dow Jones, S&P 500 under pressure as cyclicals weaken; Nasdaq trims losses",2021-05-11
"Nasdaq, Dow Jones, S&P 500 keep sliding as inflation fears keep hitting tech",2021-05-11
Payrolls shock doesn't mean inflation reprieve; Here's a way to position: Alpha Tactics,2021-05-08
"Dow Jones, S&P end week up; Nasdaq falls for third week despite Friday rally",2021-05-07
"Nasdaq, Dow Jones, S&P 500 hold gains, even as yields turn higher",2021-05-07
"Nasdaq jumps, Dow Jones trails on huge payrolls miss; yields cut losses",2021-05-07
"Nasdaq breaks losing streak with a late charge; S&P 500, Dow Jones also rise",2021-05-06
"Dow Jones and S&P 500 climb, Nasdaq cuts losses as most sectors turn positive",2021-05-06
"Dow Jones, Nasdaq, S&P 500 are mixed as tech still feels pressure",2021-05-06
"Nasdaq loses steam to fall for fourth day; Dow Jones, S&P post modest gains",2021-05-05
"Energy stocks boost S&P, Dow Jones; megacap stocks help Nasdaq",2021-05-05
"Nasdaq, S&P 500 rebound, Dow Jones rises on bullish jobs data, Yellen clarification",2021-05-05
"Nasdaq, S&P 500 fall, Dow ekes out gain as Yellen gets market thinking about rates",2021-05-04
"Nasdaq slump worsens on Apple selling; Dow Jones, S&P fall further after Yellen remarks",2021-05-04
"Dow Jones, S&P 500, Nasdaq slide as tech weakness remains and reopening enthusiasm stutters",2021-05-04
BofA chartist says buy in May and sell in July and August: At the Open,2021-05-04
"Dow Jones, S&P ride cyclicals higher, but tech stumbles and Nasdaq ends down",2021-05-03
"Dow Jones still rallying, but Nasdaq gives up gains as techs turn lower",2021-05-03
"Wall Street bullishness hits post-Financial Crisis high, BofA says",2021-05-03
"Dow Jones, S&P 500, Nasdaq rising as cyclicals see strength",2021-05-03
"Goldman boosts corporate spending forecast, but higher taxes are a big risk: At the Open",2021-05-03
Strong economic data may now start weighing on sentiment: Alpha Tactics,2021-05-01
"Dow Jones, Nasdaq end week lower, S&P 500 barely up despite a bevy of bullish news",2021-04-30
J.P. Morgan quant strategists advise 'buy in May and go away',2021-04-30
"S&P 500, Nasdaq, Dow Jones dragged down by tech, energy",2021-04-30
"Dow Jones, S&P 500, Nasdaq fall as investors remain hot and cold on earnings",2021-04-30
"Dow Jones, S&P 500 notch new records helped by earnings, GDP gain",2021-04-29
"S&P 500, Dow Jones, Nasdaq erase gains as tech sector turns red",2021-04-29
"Nasdaq, S&P 500, Dow Jones jump on big tech earnings; yields pop after GDP rise",2021-04-29
"S&P 500, Dow Jones, Nasdaq end lower, losing brief Fed bounce",2021-04-28
"S&P 500, Nasdaq tick up as Powell assures market on tapering; Dow Jones pares losses",2021-04-28
"Dow Jones, Nasdaq fall on earnings; energy leads S&P 500",2021-04-28
"S&P 500, Dow Jones, Nasdaq remain in holding pattern ahead of Fed",2021-04-28
"S&P 500, Dow Jones edge up, Nasdaq dips in cautious market ahead of Fed",2021-04-27
"S&P 500, Dow Jones stay flat; Nasdaq slips as yields rise after Treasury auction",2021-04-27
"S&P 500, Dow Jones still hugging the flatline; cyclicals rally",2021-04-27
"Dow Jones, S&P 500, Nasdaq look for direction as Fed starts two-day meeting",2021-04-27
Goldman's blockchain screen stocks are trouncing the S&P: At the Open,2021-04-27
Retail investors could counter the much-anticipated correction: Alpha Tactics,2021-04-24
"Dow Jones, S&P, Nasdaq gain on day, but snap weekly winning streaks",2021-04-23
"Nasdaq, Dow Jones, S&P pick up steam as home sales help sentiment",2021-04-23
Goldman Sachs says U.S. economic growth is peaking,2021-04-23
"Nasdaq climbs, Dow slips as market tries to rebound from capital gains hit",2021-04-23
"Dow Jones, Nasdaq, S&P close lower as capital gains tax spooks an unsure market",2021-04-22
"Dow Jones, S&P, Nasdaq sink on report Biden could boost capital gains tax to 43.4%",2021-04-22
"Dow Jones, Nasdaq trading is still choppy with leadership hard to come by",2021-04-22
"Dow Jones, S&P and Nasdaq edge down as investors assess earnings",2021-04-22
"Dow Jones, Nasdaq rally into close as reopening stocks regain some favor",2021-04-21
"Dow Jones, Nasdaq bounce back from weak open on recovery plays",2021-04-21
"Netflix hits Nasdaq; Dow Jones, S&P 500 slip as COVID cases rise",2021-04-21
"Nasdaq, Dow Jones, S&P slide with cyclicals and tech weak",2021-04-20
Pause in 'euphoric sentiment' as BofA clients sell stocks at highs,2021-04-20
"Nasdaq, S&P, Dow Jones slump as Europe stocks tumble",2021-04-20
Watch out for 'peak optimism' on the S&P 500 - LPL Financial,2021-04-20
"Dow Jones, Nasdaq dip with market lukewarm on earnings",2021-04-20
"Nasdaq, S&P, Dow Jones fall as megacap sectors stumble",2021-04-19
"Nasdaq, Dow Jones extend losses as selloff broadens",2021-04-19
Three indicators to watch for a tactical correction,2021-04-19
"Nasdaq, Dow Jones dip as tech sees weakness",2021-04-19
"Dow Jones, S&P rise, helped by strong housing data",2021-04-16
Bill Miller says the stock markets' path of least resistance is higher,2021-04-15
"Dow Jones, S&P 500 hit new records; Nasdaq leads as yields sink to 1-month lows",2021-04-15
"Dow Jones, Nasdaq, S&P pop higher after surge in March retail sales",2021-04-15
"Nasdaq falls on tech weakness, but Goldman keeps Dow Jones in the green",2021-04-14
Dow Jones climbs thanks to Goldman earnings,2021-04-14
"Stick with cyclicals for Bull Market Year 2, says Wells Fargo: At the Open",2021-04-14
"Dow Jones, S&P futures tick up as banks top estimates",2021-04-14
"Nasdaq climbs, Dow Jones edges down as market digests 2.6% inflation",2021-04-13
Nasdaq slips most among indexes as tech selling picks up,2021-04-12
"Dow Jones, S&P edge back from all-time highs",2021-04-12
Healthcare momentum struggling with UnitedHealth set to report: Sector Watch,2021-04-11
Earnings season approaches and UBS sees options opportunities in tech: Alpha Tactics,2021-04-10
"Dow Jones, S&P 500 end week at record highs; Nasdaq leads weekly gains",2021-04-09
"Nasdaq turns positive as yields ease back; Dow, S&P still up",2021-04-09
"Dow Jones edges up, Nasdaq slips after wholesale inflation jump",2021-04-09
Nasdaq leads on tech rally as S&P 500 sets another record,2021-04-08
Nasdaq near highs of day as Fed's Powell sticks to the script,2021-04-08
Nasdaq shakes off malaise and climbs; S&P edges further into record territory,2021-04-08
"S&P, Dow edge up, Nasdaq dips as consolidation continues",2021-04-07
"Nasdaq, Dow Jones, S&P slip on Fed, corporate tax worries",2021-04-07
"Nasdaq, Dow Jones edge down, market indecision continues",2021-04-07
"Nasdaq, S&P 500 snap three-session win streaks; Dow Jones also falls",2021-04-06
"Nasdaq gains slightly, Dow Jones dips; IMF says stocks can keep 'booming'",2021-04-06
"Dow Jones, S&P slip from highs in pause after strong rally",2021-04-06
"S&P 500 at record highs, but history says don't sweat the numbers: At the Open",2021-04-06
"S&P, Nasdaq leading as stocks gain steam after record ISM services number",2021-04-05
"Nasdaq, S&P, Dow Jones rally, catching up on payrolls jump, Tesla deliveries",2021-04-05
"S&P 500 holding above 4,000; Nasdaq keeps adding to gains",2021-04-01
"Lion? Lamb? March's best stocks, strategies into April",2021-04-01
"S&P 500 tops 4,000 for the first time",2021-04-01
S&P faces uphill climb for double-digit gains this year: At the Open,2021-04-01
"First-quarter roundup: bonds tumble, M&A jumps",2021-04-01
"Nasdaq extends gains with megacaps higher, Dow Jones flat",2021-03-31
"Nasdaq leads the averages on tech strength; Dow, S&P slightly higher",2021-03-31
"Dow Jones, Nasdaq still edging lower as tech falls",2021-03-30
Nasdaq falls as rising bond yields keep pressure on tech stocks,2021-03-30
"Dow Jones, Nasdaq slip amid Archegos selling",2021-03-29
"Dow, S&P close week higher; Nasdaq falls for second week in a row",2021-03-26
"Dow Jones, S&P adding to gains as cyclicals hold strong",2021-03-26
"Nasdaq facing Treasury yields pressure again, Dow Jones notches gains",2021-03-26
Dow Jones outperforms Nasdaq as cyclicals rally into the close,2021-03-25
"Dow Jones, Nasdaq and S&P erasing losses as cyclicals bounce",2021-03-25
"Nasdaq, Dow Jones, S&P fall as bearish tilt continues",2021-03-25
Nasdaq slumps late again with investors still tech-shy; Dow Jones can't hold gains,2021-03-24
"Dow Jones rallies, Nasdaq falters as cyclicals regain momentum",2021-03-24
"Dow Jones, Nasdaq climb as Intel helps tech confidence",2021-03-24
"Dow Jones, Nasdaq edging lower as Powell. Yellen testify",2021-03-23
Nasdaq outperforming Dow Jones as macro issues remain top of mind,2021-03-23
"Nasdaq leads indexes on tech strength, yield weakness; S&P, Dow Jones end up",2021-03-22
Nasdaq keeps outpacing Dow Jones as states look to pause reopenings,2021-03-22
Nasdaq rises and Dow Jones falls on lower yields as see-saw action continues,2021-03-22
"Dow Jones, Nasdaq and S&P finish down for the week as bond yields keep climbing",2021-03-19
"Nasdaq rallying with yields in check, Dow Jones hit by financials weakness",2021-03-19
"Dow Jones, S&P slip as the Fed surprises the bond market and yields reverse",2021-03-19
"Nasdaq, Dow and S&P close near lows as yields sour appetite for stocks",2021-03-18
Dow Jones adds to gains and Nasdaq off lows as bank rally heats up,2021-03-18
"Nasdaq tumbles, Dow Jones fights the flatline as 10-year Treasury hits 1.75%",2021-03-18
"Dow Jones, Nasdaq, S&P close higher as dovish Fed halts Treasury yields spike",2021-03-17
"Dow Jones pops higher, Nasdaq, S&P erase losses with Fed still cool on rate hikes",2021-03-17
"Nasdaq still under pressure, Dow Jones higher, with 10-year near 1.7%",2021-03-17
"Nasdaq slumps, Dow Jones rises as yields jump ahead of Fed",2021-03-17
"Nasdaq holds onto a small gain, but S&P closes down and yields edge up",2021-03-16
Nasdaq still leading the major averages after solid Treasury auction,2021-03-16
Nasdaq leads the stock market again with another Treasury auction coming up,2021-03-16
Nasdaq outperforms as Treasury yields edge lower,2021-03-15
"Tech stocks gain some traction, pushing Nasdaq higher",2021-03-15
"Dow Jones leads the major averages, but trading cautious amid high yields",2021-03-15
"As 52-week highs pile up, it may be time to get more bullish: Alpha Tactics",2021-03-13
"Dow, S&P, Nasdaq end at highs of the day and up for the week",2021-03-12
"Dow Jones climbing as bond yields stay high, but Nasdaq, S&P move off lows",2021-03-12
"Nasdaq's see-saw action continues, falling as bond yields jump back to life",2021-03-12
Where the markets stand a year after WHO declared a pandemic: At the Open,2021-03-12
Nasdaq closes 2.5% higher as stimulus bill becomes law and yields hold tight,2021-03-11
Nasdaq leads the major averages as Biden signs $1.9 trillion stimulus bill,2021-03-11
Nasdaq rally gains momentum as tech buying ramps up,2021-03-11
Nasdaq leads the stock market with yields still in check,2021-03-11
Dow Jones owes its record high to just six stocks: At the Open,2021-03-11
"Dow Jones jumps to new high, Nasdaq lags as stimulus bill advances",2021-03-10
S&P 500 holding gains as yields dip after bond auction,2021-03-10
Nasdaq trims gains as markets look to 10-year Treasury auction,2021-03-10
"Nasdaq, S&P 500, Dow rally as yields erase gains with retail inflation in check",2021-03-10
"Tesla soars, Nasdaq has best day since November as dip-buyers dive in",2021-03-09
Nasdaq surges 4% as tech turnaround upshifts into broad rally,2021-03-09
Nasdaq rebounds sharply as Treasury yields drop ahead of auction,2021-03-09
"Now is not the time to abandon tech, Oppenheimer says: At the Open",2021-03-09
"Nasdaq falls, Dow Jones gains as bond yields still hold sway",2021-03-08
Dow Jones leading the major averages thanks to financials,2021-03-08
Nasdaq lags S&P 500 as yield pressure on tech continues,2021-03-08
Struggling defensive sectors losing even more appeal ahead of more stimulus: At the Open,2021-03-08
Rising yields might just be good for stocks after all: Alpha Tactics,2021-03-06
"S&P rebounds to close week higher, but Nasdaq off for third-straight week",2021-03-05
Stock market back at session highs in volatile trading as yields drop,2021-03-05
"S&P 500, Nasdaq falling as Tesla weighs and tech turns negative",2021-03-05
S&P 500 rallies as jobs enthusiasm trumps high yield worries,2021-03-05
"Fed Chairman Powell dents stocks, but S&P finishes off its lows; yields jump",2021-03-04
Cathie Wood’s ARKK erases 2021 gains,2021-03-04
S&P 500 turns red for the year as selloff picks up steam,2021-03-04
Stocks turn negative on Powell's inflation comments; yields off to the races,2021-03-04
Stocks find some buying support ahead of Fed's Powell,2021-03-04
Nasdaq takes a tumble as yield rise hits tech stocks again,2021-03-03
"Nasdaq still feeling tech weakness, but cyclicals lift the Dow",2021-03-03
Stocks facing pressure again as Treasury yields rebound,2021-03-03
Nasdaq closes at lows as techs weaken further; Rocket ends up 70% in squeeze,2021-03-02
"Nasdaq still underperforming, but stocks are off lows",2021-03-02
Sports betting upstart Rivalry raises $20M,2021-03-02
Tech selling picks up as stocks turn decidedly negative,2021-03-02
Stocks look for direction following Monday's surge; yields also little changed,2021-03-02
Stock market surges as megacaps rebound and yields lose steam,2021-03-01
Stock rally builds as yields flatten out,2021-03-01
Nasdaq is hardest hit in down week for stocks; bond yields tumble late,2021-02-26
Megacap stocks help Nasdaq extend gains,2021-02-26
"Nasdaq, S&P rebounding as Treasury yields give up more gains",2021-02-26
Nasdaq posts biggest loss in four months as high yields bite into stocks,2021-02-25
Nasdaq down 3% as 10-year yield spikes through 1.6%,2021-02-25
Tech stocks stumbling again as yields take off; squeeze stocks back in action,2021-02-25
"Cyclicals, tech turnaround help S&P 500 to a strong gain",2021-02-24
Energy stocks lead broader market into positive territory; rates edge back,2021-02-24
Tech stocks slide as 10-year yield tops 1.4%,2021-02-24
Stock market rebounds with the dip-buyers to the rescue,2021-02-23
Fed's Jay Powell's dovish comments help stocks off their lows,2021-02-23
Nasdaq continues to tumble as high-valuation nerves fray on Tesla plunge,2021-02-23
"Rates rise, Tesla sinks and the Nasdaq falls",2021-02-22
Nasdaq slides as the yield situation is appreciated,2021-02-22
"S&P drifts into to close to end down for fourth-straight day, lower for week",2021-02-19
"S&P 500 comeback bid stumbles, Nasdaq fighting to hold gains",2021-02-19
"S&P 500, Nasdaq climbing with an eye to reversing weekly losses",2021-02-19
"Nasdaq ends down for third-straight session, but late buying limits damage again",2021-02-18
Tech weakness keeping stock market pinned down,2021-02-18
Nasdaq continues to see biggest declines; real rates still climbing,2021-02-18
"Tech stocks remain weak, but S&P makes a late run to cut losses",2021-02-17
Stocks still in the grips of tech selling; rates edging lower,2021-02-17
Treasury yields losing steam despite strong economic data; stocks move lower,2021-02-17
"VIX breaks its streak above 20, may be entering a new landscape: At the Open",2021-02-17
"Rates rally sharply as 10-year hits 1.3%, but S&P 500 stuck in neutral",2021-02-16
"Treasury yields soaring, but stocks lose momentum",2021-02-16
Stocks climb on reflation trade as Treasury yields break out,2021-02-16
"Late rally cements stock market gains for the day, week",2021-02-12
S&P 500 still struggling for direction as megacaps remain weak,2021-02-12
Stock market drifting lower as long-term yields rise,2021-02-12
Markets lower on a lacklustre day,2021-02-11
Semiconductor stocks stand out in another non-committal day for the market,2021-02-11
Stock market loses momentum again as S&P 500 turns negative,2021-02-11
Nasdaq leads the averages as recovery sector momentum stalls,2021-02-11
S&P 500 fails to make decisive move for second day; small-caps snap win streak,2021-02-10
Stocks paring losses after a sharp morning reversal,2021-02-10
Stocks move broadly higher as tame CPI calms inflation worries,2021-02-10
Small-cap stocks keep winning streak as S&P 500 fails to gain any traction,2021-02-09
Nasdaq leads the major averages as broader market fights the flatline,2021-02-09
Stocks ease back from record highs as cyclicals take a breather,2021-02-09
"S&P 500 rides reflation trade, late buying to close at highs",2021-02-08
Small-cap stocks rally to highs and broader market holds reflation gains,2021-02-08
S&P 500 climbs as reflation trade momentum continues,2021-02-08
S&P 500 on the lookout for a five-day winning streak,2021-02-05
Stock market rallies on recovery enthusiasm ahead of jobs data,2021-02-04
S&P 500 adds to gains as cyclicals lead the advance,2021-02-04
Stock market slightly higher as financials keep rally on rising rates,2021-02-04
S&P 500 barely keeps win streak alive; meme stocks cling to gains,2021-02-03
Meme stocks volatile but slightly higher; Nasdaq pares gains,2021-02-03
Nasdaq keeps climbing led by a big bounce in Alphabet,2021-02-03
"Stocks rally, boosted by renewed stimulus enthusiasm",2021-02-02
"Stock market holding strong gains, with cyclicals leading the way",2021-02-02
BofA's Sell Side Indicator close to sell signal at near-decade high,2021-02-02
S&P 500 climbs as megacap stocks keep the spotlight and squeeze trades unwind,2021-02-02
Stock market surges as Reddit stock momentum wanes,2021-02-01
"S&P 500 back at highs in volatile trading, Nasdaq leads the averages",2021-02-01
"Stock market rebounding from a poor week, led by megacap sectors",2021-02-01
S&P 500 has worst week in 3 months as volatile squeeze trades fray nerves,2021-01-29
Stock market plunge accelerates with more tech selling,2021-01-29
Megacap stocks weigh on S&P 500 as choppy trade continues,2021-01-29
S&P 500 closes higher amid battle between Wall Street and retail investors,2021-01-28
Broader stock market extending gains as financials lead,2021-01-28
Stock market climbs as beaten-down recovery sectors rebound,2021-01-28
Stocks tumble with S&P posting biggest loss in three months,2021-01-27
Short-squeeze frenzy no substitute for megacap strength as S&P losses widen,2021-01-27
Cinema stocks melt up as AMC triples its value,2021-01-27
Stock market falls as big-name earnings fail to impress,2021-01-27
S&P 500 edges down as cyclicals weakness persists,2021-01-26
S&P 500 rises as cyclical stocks rebound,2021-01-26
"Late rally lifts S&P 500 to solid gains, Nasdaq also higher",2021-01-25
S&P 500 now in the red in volatile trading; Nasdaq also turns lower,2021-01-25
Nasdaq rallying on tech strength; analysts boost Apple targets,2021-01-25
Nasdaq ekes out a gain at the close to wrap up a strong weekly advance,2021-01-22
Stock market trims losses as defensive sectors step up,2021-01-22
Stock market slides with recovery challenges mounting,2021-01-22
"Nasdaq leads major stock averages, tech gains help S&P 500 end up",2021-01-21
Tech stocks keeping the Nasdaq higher as S&P 500 fights the flatline,2021-01-21
"Tesla, Crispr add most bang to ARK Innvoation ETF in Q4; Zoom, Compugen are biggest drags",2021-01-21
S&P 500 rises slightly as most sectors take a post-rally breather,2021-01-21
Megacap stocks join the Netflix rally; Nasdaq jumps as Biden assumes office,2021-01-20
S&P 500 nears highs of the day; Biden sworn in as president,2021-01-20
"How stocks did under President Trump; Dow, Nasdaq, S&P 500 notch big gains",2021-01-20
Nasdaq leads the way as stock market posts broad-based gains,2021-01-20
Cyclicals boost S&P 500 as Yellen affirms new admin's spending plans,2021-01-19
Nasdaq leads a broad-based rally in stocks,2021-01-19
Tesla is the only megacap with leverage heading into earnings: Alpha Tactics,2021-01-16
Nasdaq snaps 4-week win streak; S&P 500 also ends week down,2021-01-15
S&P 500 remains under pressure as tech turns negative,2021-01-15
S&P 500 falls as reflation trade takes bank results on the chin,2021-01-15
"Cyclical stocks rise on $1.9T stimulus hopes, but megacaps slip pushes S&P down",2021-01-14
Cyclicals lead S&P 500 as jobless claims spike brings bets of big stimulus,2021-01-14
"Stock market edges up, with weak jobs data seen boosting stimulus chances",2021-01-14
Nasdaq leads the day's market rise; bond rally keeps running,2021-01-13
Tech still in control as stock market makes modest gains; House impeachment debate starts,2021-01-13
Nasdaq leads the major stock averages as chips see action,2021-01-13
S&P 500 ends flat despite cyclical strength; yields reverse sharply,2021-01-12
10-year yield hits post-crash high; S&P 500 turns lower,2021-01-12
Stock market edging higher on reflation trade; yields keep climbing,2021-01-12
Stock market pulls back from record highs; Tesla snaps 11-day win streak,2021-01-11
S&P 500 cuts losses as energy stocks jump; House introduces impeachment article,2021-01-11
Stock market slumps as investors pare some risk; defensives climb,2021-01-11
Stock futures pull back after last week's gains; politics stay in spotlight,2021-01-11
"Snowflake stock +9.2%, rallying in the face of new lockup expiration",2021-01-07
Moderna faces a technical test going into the new year: Sector Watch,2021-01-03
Wall Street gets more bullish on classic defensives for 2021: Alpha Tactics,2021-01-02
"Stocks end the day like the year, with a comeback; S&P, Dow finish at record highs",2020-12-31
"S&P 500 is flat, Nasdaq down slightly in pre-holiday trade; Tesla gaining traction",2020-12-31
Nasdaq leads in quiet end-of-year trade; stimulus saga not done yet,2020-12-31
"S&P 500 closes higher on late buying; McConnell stands firm against $2,000 checks",2020-12-30
S&P 500 holding gains as commodities stocks take the baton,2020-12-30
"Nasdaq leads stock market gains with $2,000 checks bogged down in Senate",2020-12-30
Stimulus check boost in limbo as stock market ends lower,2020-12-29
Stocks move firmly into red after McConnell blocks quick stimulus vote,2020-12-29
"Nasdaq, S&P 500 and Dow pare gains as cyclicals enthusiasm wanes",2020-12-29
Stock market keeps rally going; ball in Senate's court on stimulus checks,2020-12-29
S&P 500 rallies on combined strength of lockdown favorites and recovery plays,2020-12-28
Santa rally underway for stocks after Trump signs relief bill,2020-12-28
Tesla’s choppy action unlikely to calm like other S&P entrants: Alpha Tactics,2020-12-26
Stock market grinds out gains to end the week; COVID relief still not settled,2020-12-24
Stocks climb despite failure in latest push for $2K stimulus checks,2020-12-24
"Last-minute selling trims S&P's gains; Nasdaq ends lower, small-caps rally",2020-12-23
"Broader stock market still higher, led by energy, but tech falls off the pace",2020-12-23
S&P 500 climbs as investors eye further COVID relief twists,2020-12-23
Apple strength helps Nasdaq to modest gain; S&P 500 ends down,2020-12-22
"Stocks turn negative as Tesla leads megacaps slide, Apple pares gains",2020-12-22
Nasdaq leads the major averages with a boost from Apple,2020-12-22
Apple car enthusiasm could thwart bearish technical move: At the Open,2020-12-22
Stocks finish off lows in volatile late trading; stimulus talks seen going to weekend,2020-12-18
Stock market slides after early quad-witching volatility,2020-12-18
S&P 500 struggling for direction at record highs,2020-12-18
Nasdaq leads the major averages as Tesla bounces; commodities rally,2020-12-17
Commodities strength helping stock market hold onto gains,2020-12-17
Stocks are broadly higher with confidence still high for COVID relief deal,2020-12-17
S&P 500 ends higher after Fed choppiness; stimulus still in sights,2020-12-16
Fed's Powell rides to the rescue as S&P 500 climbs to daily highs,2020-12-16
Nasdaq leads going into Fed as tech gets some sell-side endorsements,2020-12-16
"Stock market struggling for direction as COVID relief talks progress, Fed on tap",2020-12-16
Stocks rally as hopes for COVID relief funds steadily build,2020-12-15
S&P 500 marches to highs of the day with McConnell boosting COVID relief hopes,2020-12-15
Broad stock rally holds up with stimulus negotiations continuing after the bell,2020-12-15
S&P 500 climbing as dial swings back to the recovery trade,2020-12-15
S&P 500 ends near lows as lockdown worries hit cyclicals; Nasdaq rises,2020-12-14
"Oppenheimer forecasts S&P 500 at 4,300 by end 2021",2020-12-14
Cyclicals lead S&P 500 higher on vaccine rollout; deals also add enthusiasm,2020-12-14
Stock indexes shrug off IPO enthusiasm to close week down,2020-12-11
Disney helps the Dow Jones climb into positive territory; S&P 500 pares losses,2020-12-11
S&P 500 continues its December malaise with vaccine progress priced in,2020-12-11
Nasdaq gets back in the win column as techs overcome early weakness,2020-12-10
Tech reversal pushes Nasdaq into the green; energy stocks help S&P 500 cut losses,2020-12-10
Nasdaq slides again as Tesla moves into correction territory,2020-12-10
Nasdaq snaps 4-day win streak with biggest drop since October,2020-12-09
"Why is the stock market down today? Tesla, other megacaps weigh amid IPO fever",2020-12-09
Major stock averages are mixed as market looks for reaction to Treasury stimulus offer,2020-12-09
Stocks chalk up gains for the day after signs of stimulus compromise,2020-12-08
Stocks near highs of the day with McConnell open to stimulus compromise,2020-12-08
Broader stock market edges higher as cyclicals turn around,2020-12-08
"S&P 500 dips as vaccine rollout starts, but stimulus stalls",2020-12-08
S&P 500 closes down with little progress on stimulus front; Tesla lifts Nasdaq,2020-12-07
"S&P's November rally bodes well for 1 year out, looks like turning point - Wells Fargo",2020-12-07
Nasdaq adds to gain as Tesla rally continues; S&P 500 dented by cyclicals,2020-12-07
"S&P 500's dividends 'attractive' and mispriced heading into 2021, Goldman Sachs says",2020-12-07
S&P 500 eases with eyes on Washington for a COVID relief deal,2020-12-07
Stocks finish the week higher as stimulus talks give bulls something to cling to,2020-12-04
"S&P 500, Dow Jones, Nasdaq hit record highs as weak jobs bring stimulus hopes",2020-12-04
S&P 500 rises with weak payrolls seen as a stimulus boost,2020-12-04
"Pfizer vaccine supply cut wipes out S&P 500 gains, stimulus optimism",2020-12-03
Stimulus talk helps stocks gain traction; Boeing boosts Dow Jones,2020-12-03
Stock market continues cautious trading amid mixed earnings,2020-12-03
Stock market drifts for the day as investors assess lofty levels,2020-12-02
Energy stocks help the S&P 500 fight its way to the flatline,2020-12-02
"Stocks ease back from fresh records in S&P 500, Nasdaq, looking for next catalyst",2020-12-02
"S&P 500 pares gains into the close, but rises on financials, chips strength",2020-12-01
Broader stock market rally improves as yields jump and financials lead,2020-12-01
S&P 500 bounces back as recovery plays look to regain momentum after end-month rebalancing,2020-12-01
S&P 500 ends with best November ever; Dow Jones posts best month since 1987,2020-11-30
"Cyclicals pull S&P 500 lower, consolidating on November's charge higher",2020-11-30
Nasdaq leads the S&P 500 with the latest vaccine news reaction muted,2020-11-30
Nasdaq leads the major averages into the weekend after a broad weekly rally,2020-11-27
"Carnival Cruise Lines tops the S&P 500, but tech is the rally backbone",2020-11-27
Tesla and other megacaps lift the market on a low-volume Black Friday,2020-11-27
Nasdaq gains some ground going into Thanksgiving as cyclicals consolidate,2020-11-25
Nasdaq climbs as S&P 500 retreats; possible Slack deal injects some energy into pre-holiday trading,2020-11-25
S&P 500 dips as cyclical sectors cool off ahead of the holiday,2020-11-25
Russell 2000 is on track for its best month ever amid Dow hype: At the Open,2020-11-25
Dow Jones holds to close above 30K as cyclicals shine; S&P 500 ends at a record high,2020-11-24
Dow Jones tops 30K as recovery trade favors the blue-chip index,2020-11-24
Recovery rally revs up as market eyes vaccine distribution in December,2020-11-24
Energy leads the cyclical outperformance in S&P with more clarity on transition,2020-11-24
Recovery trade continues as S&P outpaces Nasdaq; energy stocks up 30% in November,2020-11-23
Nasdaq turns negative as megacaps and stay-at-home plays weaken,2020-11-23
